Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Elimination,Chrome 73.0.3683.103,,2019-04-23 14:02:36,2019-04-23 14:03:45,1m - 9.133s,FAILED
,,,,,,
Test Cases/navigate_patient_soc,Chrome 73.0.3683.103,,2019-04-23 14:02:36,2019-04-23 14:03:02,26.703s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-23 14:02:36,2019-04-23 14:02:39,3.121s,PASSED
"navigateToUrl(""https://qa.medisource.com"")",Chrome 73.0.3683.103,,2019-04-23 14:02:39,2019-04-23 14:02:42,2.565s,PASSED
"setText(findTestObject(""Page_Medisource  Login/input_Please try afterminutes""), ""superagent"")",Chrome 73.0.3683.103,,2019-04-23 14:02:42,2019-04-23 14:02:43,1.617s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-23 14:02:43,2019-04-23 14:02:46,3.018s,PASSED
"setEncryptedText(findTestObject(""Page_Medisource  Login/input_Username or email requir""), ""SITHpLWAWtI8C4F8RIujvA=="")",Chrome 73.0.3683.103,,2019-04-23 14:02:46,2019-04-23 14:02:47,0.153s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-23 14:02:47,2019-04-23 14:02:50,3.004s,PASSED
"click(findTestObject(""Page_Medisource  Login/button_Login""))",Chrome 73.0.3683.103,,2019-04-23 14:02:50,2019-04-23 14:02:50,0.110s,PASSED
delay(2),Chrome 73.0.3683.103,,2019-04-23 14:02:50,2019-04-23 14:02:52,2.004s,PASSED
"navigateToUrl(""https://qa.medisource.com/patients/all"")",Chrome 73.0.3683.103,,2019-04-23 14:02:52,2019-04-23 14:02:52,0.636s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-23 14:02:52,2019-04-23 14:02:55,3.002s,PASSED
"navigateToUrl(""https://qa.medisource.com/patientcare/638B92A0-A489-410B-8056-906FE598F197/9F6A772C-C308-499E-BA52-A7BF3652D416/overview"")",Chrome 73.0.3683.103,,2019-04-23 14:02:55,2019-04-23 14:02:56,0.559s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-23 14:02:56,2019-04-23 14:02:59,3.004s,PASSED
"navigateToUrl(""https://qa.medisource.com/patientcare/638B92A0-A489-410B-8056-906FE598F197/9F6A772C-C308-499E-BA52-A7BF3652D416/2019/oasis/clinical/soc/9405B47D-64F0-4CF9-A5FA-25C79AC5A572/638B92A0-A489-410B-8056-906FE598F197"")",Chrome 73.0.3683.103,,2019-04-23 14:02:59,2019-04-23 14:02:59,0.618s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-23 14:02:59,2019-04-23 14:03:02,3.003s,PASSED
,,,,,,
Test Cases/OASIS_SOC/Elimination,Chrome 73.0.3683.103,Created by: Khenard Figuracion,2019-04-23 14:03:02,2019-04-23 14:03:44,41.467s,FAILED
