Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
automation_compiled,Chrome 73.0.3683.103,,2019-04-30 10:30:35,2019-04-30 10:35:39,5m - 4.383s,FAILED
,,,,,,
Test Cases/OASIS_compilation,Chrome 73.0.3683.103,,2019-04-30 10:30:35,2019-04-30 10:30:53,18.198s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-30 10:30:35,2019-04-30 10:30:39,3.276s,PASSED
"navigateToUrl(""https://qa.medisource.com/login"")",Chrome 73.0.3683.103,,2019-04-30 10:30:39,2019-04-30 10:30:41,2.238s,PASSED
"setText(findTestObject(""Object Repository/addUser/Page_Medisource  Login/input_Please try afterminutes.""), ""superagent"")",Chrome 73.0.3683.103,,2019-04-30 10:30:41,2019-04-30 10:30:41,0.128s,PASSED
"setEncryptedText(findTestObject(""Object Repository/addUser/Page_Medisource  Login/input_Username or email requir""), ""SITHpLWAWtI8C4F8RIujvA=="")",Chrome 73.0.3683.103,,2019-04-30 10:30:41,2019-04-30 10:30:41,0.166s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 10:30:41,2019-04-30 10:30:42,1.020s,PASSED
"click(findTestObject(""Object Repository/addUser/Page_Medisource  Login/button_Login""))",Chrome 73.0.3683.103,,2019-04-30 10:30:42,2019-04-30 10:30:42,0.067s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-30 10:30:42,2019-04-30 10:30:45,3.005s,PASSED
"navigateToUrl(""https://qa.medisource.com/patients/all"")",Chrome 73.0.3683.103,"Patient: Compiled Automation
",2019-04-30 10:30:45,2019-04-30 10:30:47,1.457s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 10:30:47,2019-04-30 10:30:48,1.002s,PASSED
"navigateToUrl(""https://qa.medisource.com/patientcare/009837C2-ECC9-4AFE-98B1-34A3496FAE08/C7413FDF-56F8-4165-914C-810E9B7902D5/overview"")",Chrome 73.0.3683.103,,2019-04-30 10:30:48,2019-04-30 10:30:48,0.782s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 10:30:48,2019-04-30 10:30:49,1.003s,PASSED
"navigateToUrl(""https://qa.medisource.com/patientcare/009837C2-ECC9-4AFE-98B1-34A3496FAE08/C7413FDF-56F8-4165-914C-810E9B7902D5/2019/oasis/clinical/soc/35EE8F6D-81C8-4D0B-898C-0E3D068F7FAC/009837C2-ECC9-4AFE-98B1-34A3496FAE08"")",Chrome 73.0.3683.103,,2019-04-30 10:30:49,2019-04-30 10:30:50,0.681s,PASSED
delay(2),Chrome 73.0.3683.103,,2019-04-30 10:30:50,2019-04-30 10:30:52,2.002s,PASSED
"click(findTestObject(""OASIS/OASIS_TABS/xitemedits_btn""))",Chrome 73.0.3683.103,,2019-04-30 10:30:52,2019-04-30 10:30:53,1.011s,PASSED
,,,,,,
Test Cases/OASIS_SOC/Elimination,Chrome 73.0.3683.103,Created by: Khenard Figuracion,2019-04-30 10:30:53,2019-04-30 10:30:54,1.319s,FAILED
"click(findTestObject(""OASIS/OASIS_TABS/Elimination_tab""))",Chrome 73.0.3683.103,,2019-04-30 10:30:53,2019-04-30 10:30:54,1.074s,FAILED
,,,,,,
Test Cases/OASIS_SOC/Neurological,Chrome 73.0.3683.103,,2019-04-30 10:30:54,2019-04-30 10:32:38,1m - 43.544s,PASSED
"click(findTestObject(""OASIS/OASIS_TABS/Neuro_tab""))",Chrome 73.0.3683.103,,2019-04-30 10:30:55,2019-04-30 10:30:55,0.112s,PASSED
delay(5),Chrome 73.0.3683.103,,2019-04-30 10:30:55,2019-04-30 10:31:00,5.002s,PASSED
"click(findTestObject(""OASIS/Neurological/neurological_status/neuro_pupils_perrla""))",Chrome 73.0.3683.103,,2019-04-30 10:31:00,2019-04-30 10:31:00,0.157s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 10:31:00,2019-04-30 10:31:01,1.002s,PASSED
"click(findTestObject(""OASIS/Neurological/neurological_status/neuro_non-reactive_l""))",Chrome 73.0.3683.103,,2019-04-30 10:31:01,2019-04-30 10:31:01,0.134s,PASSED
"click(findTestObject(""OASIS/Neurological/neurological_status/neuro_non-reactive_r""))",Chrome 73.0.3683.103,,2019-04-30 10:31:01,2019-04-30 10:31:01,0.131s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 10:31:01,2019-04-30 10:31:02,1.001s,PASSED
"click(findTestObject(""OASIS/Neurological/neurological_status/neuro_mental_status_oriented""))",Chrome 73.0.3683.103,,2019-04-30 10:31:02,2019-04-30 10:31:02,0.109s,PASSED
"click(findTestObject(""OASIS/Neurological/neurological_status/neuro_mental_status_forgetful""))",Chrome 73.0.3683.103,,2019-04-30 10:31:02,2019-04-30 10:31:03,0.121s,PASSED
"click(findTestObject(""OASIS/Neurological/neurological_status/neuro_mental_status_lethargic""))",Chrome 73.0.3683.103,,2019-04-30 10:31:03,2019-04-30 10:31:03,0.172s,PASSED
"click(findTestObject(""OASIS/Neurological/neurological_status/neuro_mental_status_disoriented""))",Chrome 73.0.3683.103,,2019-04-30 10:31:03,2019-04-30 10:31:03,0.158s,PASSED
"click(findTestObject(""OASIS/Neurological/neurological_status/neuro_mental_status_depressed""))",Chrome 73.0.3683.103,,2019-04-30 10:31:03,2019-04-30 10:31:03,0.103s,PASSED
"click(findTestObject(""OASIS/Neurological/neurological_status/neuro_mental_status_agitated""))",Chrome 73.0.3683.103,,2019-04-30 10:31:03,2019-04-30 10:31:03,0.135s,PASSED
"click(findTestObject(""OASIS/Neurological/neurological_status/neuro_mental_status_comatose""))",Chrome 73.0.3683.103,,2019-04-30 10:31:03,2019-04-30 10:31:03,0.113s,PASSED
"setText(findTestObject(""OASIS/Neurological/neurological_status/neuro_mental_status_other""), ""Frequent signs of aggression"")",Chrome 73.0.3683.103,,2019-04-30 10:31:03,2019-04-30 10:31:04,1.153s,PASSED
"click(findTestObject(""OASIS/Neurological/neurological_status/neuro_sleep_inadequate""))",Chrome 73.0.3683.103,,2019-04-30 10:31:04,2019-04-30 10:31:04,0.132s,PASSED
"setText(findTestObject(""OASIS/Neurological/neurological_status/neuro_sleep_inadequate_textfield""), ""wokes up at 3:15 AM"")",Chrome 73.0.3683.103,,2019-04-30 10:31:04,2019-04-30 10:31:05,0.824s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 10:31:05,2019-04-30 10:31:06,1.004s,PASSED
"click(findTestObject(""OASIS/Neurological/neurological_status/neuro_hand_grips_strong""))",Chrome 73.0.3683.103,,2019-04-30 10:31:06,2019-04-30 10:31:06,0.151s,PASSED
"click(findTestObject(""OASIS/Neurological/neurological_status/neuro_hand_grips_strong_l""))",Chrome 73.0.3683.103,,2019-04-30 10:31:06,2019-04-30 10:31:07,0.121s,PASSED
"click(findTestObject(""OASIS/Neurological/neurological_status/neuro_hand_grips_strong_r""))",Chrome 73.0.3683.103,,2019-04-30 10:31:07,2019-04-30 10:31:07,0.120s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 10:31:07,2019-04-30 10:31:08,1.003s,PASSED
"click(findTestObject(""OASIS/Neurological/neurological_status/neuro_hand_grips_weak""))",Chrome 73.0.3683.103,,2019-04-30 10:31:08,2019-04-30 10:31:08,0.146s,PASSED
"click(findTestObject(""OASIS/Neurological/neurological_status/neuro_hand_grips_weak_l""))",Chrome 73.0.3683.103,,2019-04-30 10:31:08,2019-04-30 10:31:08,0.128s,PASSED
"click(findTestObject(""OASIS/Neurological/neurological_status/neuro_hand_grips_weak_r""))",Chrome 73.0.3683.103,,2019-04-30 10:31:08,2019-04-30 10:31:08,0.121s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 10:31:08,2019-04-30 10:31:09,1.002s,PASSED
"click(findTestObject(""OASIS/Neurological/neurological_status/neuro_check_for_weakness""))",Chrome 73.0.3683.103,,2019-04-30 10:31:09,2019-04-30 10:31:09,0.156s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 10:31:09,2019-04-30 10:31:10,1.001s,PASSED
"click(findTestObject(""OASIS/Neurological/neurological_status/check_for_weakness/c_weak_weakness_ue""))",Chrome 73.0.3683.103,,2019-04-30 10:31:10,2019-04-30 10:31:10,0.120s,PASSED
"click(findTestObject(""OASIS/Neurological/neurological_status/check_for_weakness/c_weak_weakness_ue_l""))",Chrome 73.0.3683.103,,2019-04-30 10:31:10,2019-04-30 10:31:10,0.120s,PASSED
"click(findTestObject(""OASIS/Neurological/neurological_status/check_for_weakness/c_weak_weakness_ue_r""))",Chrome 73.0.3683.103,,2019-04-30 10:31:10,2019-04-30 10:31:11,0.164s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 10:31:11,2019-04-30 10:31:12,1.002s,PASSED
"click(findTestObject(""OASIS/Neurological/neurological_status/check_for_weakness/c_weak_weakness_le""))",Chrome 73.0.3683.103,,2019-04-30 10:31:12,2019-04-30 10:31:12,0.138s,PASSED
"click(findTestObject(""OASIS/Neurological/neurological_status/check_for_weakness/c_weak_weakness_le_l""))",Chrome 73.0.3683.103,,2019-04-30 10:31:12,2019-04-30 10:31:12,0.143s,PASSED
"click(findTestObject(""OASIS/Neurological/neurological_status/check_for_weakness/c_weak_weakness_le_r""))",Chrome 73.0.3683.103,,2019-04-30 10:31:12,2019-04-30 10:31:12,0.135s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 10:31:12,2019-04-30 10:31:13,1.002s,PASSED
"click(findTestObject(""OASIS/Neurological/neurological_status/check_for_weakness/c_weak_paralysis_hemiparesis""))",Chrome 73.0.3683.103,,2019-04-30 10:31:13,2019-04-30 10:31:13,0.189s,PASSED
"click(findTestObject(""OASIS/Neurological/neurological_status/check_for_weakness/c_weak_paralysis_hemiparesis_l""))",Chrome 73.0.3683.103,,2019-04-30 10:31:13,2019-04-30 10:31:13,0.114s,PASSED
"click(findTestObject(""OASIS/Neurological/neurological_status/check_for_weakness/c_weak_paralysis_hemiparesis_r""))",Chrome 73.0.3683.103,,2019-04-30 10:31:13,2019-04-30 10:31:14,0.123s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 10:31:14,2019-04-30 10:31:15,1.004s,PASSED
