Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Elimination,Chrome 73.0.3683.103,,2019-04-25 08:14:40,2019-04-25 08:15:54,1m - 14.238s,PASSED
,,,,,,
Test Cases/login,Chrome 73.0.3683.103,,2019-04-25 08:14:40,2019-04-25 08:15:01,20.048s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-25 08:14:41,2019-04-25 08:14:46,5.091s,PASSED
"navigateToUrl(""https://qa.medisource.com/login"")",Chrome 73.0.3683.103,,2019-04-25 08:14:46,2019-04-25 08:14:48,2.060s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-25 08:14:48,2019-04-25 08:14:51,3.023s,PASSED
"setText(findTestObject(""Object Repository/addUser/Page_Medisource  Login/input_Please try afterminutes.""), ""superagent"")",Chrome 73.0.3683.103,,2019-04-25 08:14:51,2019-04-25 08:14:51,0.213s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-25 08:14:51,2019-04-25 08:14:54,3.004s,PASSED
"setEncryptedText(findTestObject(""Object Repository/addUser/Page_Medisource  Login/input_Username or email requir""), ""SITHpLWAWtI8C4F8RIujvA=="")",Chrome 73.0.3683.103,,2019-04-25 08:14:54,2019-04-25 08:14:54,0.184s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-25 08:14:54,2019-04-25 08:14:57,3.004s,PASSED
"click(findTestObject(""Object Repository/addUser/Page_Medisource  Login/button_Login""))",Chrome 73.0.3683.103,,2019-04-25 08:14:57,2019-04-25 08:14:58,0.124s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-25 08:14:58,2019-04-25 08:15:01,3.002s,PASSED
,,,,,,
Test Cases/navigate_patient_soc_ken,Chrome 73.0.3683.103,,2019-04-25 08:15:01,2019-04-25 08:15:08,7.119s,PASSED
delay(2),Chrome 73.0.3683.103,,2019-04-25 08:15:01,2019-04-25 08:15:03,2.004s,PASSED
"navigateToUrl(""https://qa.medisource.com/patients/all"")",Chrome 73.0.3683.103,,2019-04-25 08:15:03,2019-04-25 08:15:03,0.656s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-25 08:15:03,2019-04-25 08:15:04,1.003s,PASSED
"navigateToUrl(""https://qa.medisource.com/patientcare/638B92A0-A489-410B-8056-906FE598F197/9F6A772C-C308-499E-BA52-A7BF3652D416/overview"")",Chrome 73.0.3683.103,,2019-04-25 08:15:04,2019-04-25 08:15:05,0.689s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-25 08:15:05,2019-04-25 08:15:06,1.003s,PASSED
"navigateToUrl(""https://qa.medisource.com/patientcare/638B92A0-A489-410B-8056-906FE598F197/9F6A772C-C308-499E-BA52-A7BF3652D416/2019/oasis/clinical/soc/9405B47D-64F0-4CF9-A5FA-25C79AC5A572/638B92A0-A489-410B-8056-906FE598F197"")",Chrome 73.0.3683.103,,2019-04-25 08:15:06,2019-04-25 08:15:07,0.539s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-25 08:15:07,2019-04-25 08:15:08,1.002s,PASSED
,,,,,,
Test Cases/OASIS_SOC/Elimination,Chrome 73.0.3683.103,Created by: Khenard Figuracion,2019-04-25 08:15:08,2019-04-25 08:15:54,45.977s,PASSED
"click(findTestObject(""OASIS/OASIS_TABS/xitemedits_btn""))",Chrome 73.0.3683.103,,2019-04-25 08:15:08,2019-04-25 08:15:10,2.158s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-25 08:15:10,2019-04-25 08:15:11,1.001s,PASSED
"click(findTestObject(""OASIS/OASIS_TABS/Elimination_tab""))",Chrome 73.0.3683.103,,2019-04-25 08:15:11,2019-04-25 08:15:11,0.172s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-25 08:15:11,2019-04-25 08:15:12,1.005s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_abnormal_status_incontinence""))",Chrome 73.0.3683.103,,2019-04-25 08:15:12,2019-04-25 08:15:15,2.566s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_abnormal_status_stress_incontinence""))",Chrome 73.0.3683.103,,2019-04-25 08:15:15,2019-04-25 08:15:15,0.145s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_abnormal_status_urgency""))",Chrome 73.0.3683.103,,2019-04-25 08:15:15,2019-04-25 08:15:15,0.139s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_abnormal_status_frequency""))",Chrome 73.0.3683.103,,2019-04-25 08:15:15,2019-04-25 08:15:15,0.153s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_abnormal_status_dysuria""))",Chrome 73.0.3683.103,,2019-04-25 08:15:15,2019-04-25 08:15:15,0.151s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_abnormal_status_retention""))",Chrome 73.0.3683.103,,2019-04-25 08:15:15,2019-04-25 08:15:16,0.139s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_abnormal_status_polyuria""))",Chrome 73.0.3683.103,,2019-04-25 08:15:16,2019-04-25 08:15:16,0.110s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_abnormal_status_nocturia""))",Chrome 73.0.3683.103,,2019-04-25 08:15:16,2019-04-25 08:15:16,0.135s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_abnormal_status_oliguria""))",Chrome 73.0.3683.103,,2019-04-25 08:15:16,2019-04-25 08:15:16,0.127s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_abnormal_status_hematuria""))",Chrome 73.0.3683.103,,2019-04-25 08:15:16,2019-04-25 08:15:16,0.127s,PASSED
"setText(findTestObject(""OASIS/Elimination/genitourinary_status/elim_abnormal_status_other""), ""Xenoderma Pigmentosium"")",Chrome 73.0.3683.103,,2019-04-25 08:15:16,2019-04-25 08:15:17,0.892s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-25 08:15:17,2019-04-25 08:15:18,1.002s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_urine_color_yellow""))",Chrome 73.0.3683.103,,2019-04-25 08:15:18,2019-04-25 08:15:18,0.104s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-25 08:15:18,2019-04-25 08:15:19,1.002s,PASSED
"setText(findTestObject(""OASIS/Elimination/genitourinary_status/elim_urine_color_other""), ""Reddish Yellow"")",Chrome 73.0.3683.103,,2019-04-25 08:15:19,2019-04-25 08:15:20,0.600s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-25 08:15:20,2019-04-25 08:15:21,1.002s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_urine_clarity_clear""))",Chrome 73.0.3683.103,,2019-04-25 08:15:21,2019-04-25 08:15:21,0.103s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-25 08:15:21,2019-04-25 08:15:22,1.003s,PASSED
