Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
IntaketoAdmit,Chrome 74.0.3729.157,,2019-05-17 10:24:56,2019-05-17 10:26:34,1m - 38.059s,PASSED
,,,,,,
Test Cases/Login_Accounts/login_superagent,Chrome 74.0.3729.157,,2019-05-17 10:24:57,2019-05-17 10:25:17,19.768s,PASSED
"openBrowser("""")",Chrome 74.0.3729.157,,2019-05-17 10:24:58,2019-05-17 10:25:10,11.915s,PASSED
"navigateToUrl(""https://qa.medisource.com/login"")",Chrome 74.0.3729.157,,2019-05-17 10:25:10,2019-05-17 10:25:13,3.454s,PASSED
"setText(findTestObject(""LogIn/username""), ""superagent"")",Chrome 74.0.3729.157,,2019-05-17 10:25:13,2019-05-17 10:25:14,0.367s,PASSED
"setEncryptedText(findTestObject(""LogIn/password""), ""SITHpLWAWtLnr/hOhnpplQ=="")",Chrome 74.0.3729.157,,2019-05-17 10:25:14,2019-05-17 10:25:14,0.235s,PASSED
"click(findTestObject(""LogIn/login_button""))",Chrome 74.0.3729.157,,2019-05-17 10:25:14,2019-05-17 10:25:14,0.262s,PASSED
delay(3),Chrome 74.0.3729.157,,2019-05-17 10:25:14,2019-05-17 10:25:17,3.024s,PASSED
,,,,,,
Test Cases/Patient_Workflow_Process/Pre-AdmitPatient,Chrome 74.0.3729.157,,2019-05-17 10:25:17,2019-05-17 10:26:17,1m - 0.254s,PASSED
delay(2),Chrome 74.0.3729.157,,2019-05-17 10:25:17,2019-05-17 10:25:19,2.004s,PASSED
"navigateToUrl(""https://qa.medisource.com/patient"")",Chrome 74.0.3729.157,Add Patient > Patient Pre-Admission page,2019-05-17 10:25:19,2019-05-17 10:25:24,4.714s,PASSED
today = new java.util.Date(),Chrome 74.0.3729.157,,2019-05-17 10:25:24,2019-05-17 10:25:24,0.020s,PASSED
"dtoday = today.format(""MM/dd/yyyy"")",Chrome 74.0.3729.157,,2019-05-17 10:25:24,2019-05-17 10:25:24,0.015s,PASSED
"setText(findTestObject(""Patient_Pre-Admission/pre-ad_ref_date""), dtoday)",Chrome 74.0.3729.157,,2019-05-17 10:25:24,2019-05-17 10:25:28,3.851s,PASSED
"click(findTestObject(""Patient_Pre-Admission/pre-ad_MRN_auto-assign""))",Chrome 74.0.3729.157,,2019-05-17 10:25:28,2019-05-17 10:25:28,0.116s,PASSED
"randomnum = today.format(""HHmmss"")",Chrome 74.0.3729.157,,2019-05-17 10:25:28,2019-05-17 10:25:28,0.001s,PASSED
"sn = ""123""",Chrome 74.0.3729.157,,2019-05-17 10:25:28,2019-05-17 10:25:28,0.001s,PASSED
"click(findTestObject(""Patient_Pre-Admission/pre-ad_admissiondate_sameas_btn""))",Chrome 74.0.3729.157,,2019-05-17 10:25:28,2019-05-17 10:25:28,0.114s,PASSED
"setText(findTestObject(""Patient_Pre-Admission/pre-ad_patient_info/p_info_lname""), ""Automated"")",Chrome 74.0.3729.157,,2019-05-17 10:25:28,2019-05-17 10:25:29,0.376s,PASSED
"setText(findTestObject(""Patient_Pre-Admission/pre-ad_patient_info/p_info_fname""), ""Patient - "" + randomnum)",Chrome 74.0.3729.157,,2019-05-17 10:25:29,2019-05-17 10:25:29,0.520s,PASSED
"setText(findTestObject(""Patient_Pre-Admission/pre-ad_patient_info/p_info_minitial""), ""I"")",Chrome 74.0.3729.157,,2019-05-17 10:25:29,2019-05-17 10:25:29,0.147s,PASSED
"setText(findTestObject(""Patient_Pre-Admission/pre-ad_patient_info/p_info_suffix""), ""III"")",Chrome 74.0.3729.157,,2019-05-17 10:25:29,2019-05-17 10:25:29,0.001s,NOT_RUN
"setText(findTestObject(""Patient_Pre-Admission/pre-ad_patient_info/p_info_bdate""), ""2071997"")",Chrome 74.0.3729.157,,2019-05-17 10:25:29,2019-05-17 10:25:29,0.195s,PASSED
"click(findTestObject(""Patient_Pre-Admission/pre-ad_patient_info/p_info_gender_male""), STOP_ON_FAILURE)",Chrome 74.0.3729.157,,2019-05-17 10:25:29,2019-05-17 10:25:30,0.086s,PASSED
"click(findTestObject(""Patient_Pre-Admission/pre-ad_patient_info/p_info_marital_select""), STOP_ON_FAILURE)",Chrome 74.0.3729.157,,2019-05-17 10:25:30,2019-05-17 10:25:30,0.094s,PASSED
"sendKeys(findTestObject(""Patient_Pre-Admission/pre-ad_patient_info/p_info_marital_status""), Keys.chord(""Single"", ENTER))",Chrome 74.0.3729.157,,2019-05-17 10:25:30,2019-05-17 10:25:30,0.221s,PASSED
delay(1),Chrome 74.0.3729.157,,2019-05-17 10:25:30,2019-05-17 10:25:31,1.002s,PASSED
"click(findTestObject(""Patient_Pre-Admission/pre-ad_patient_info/p_info_ethnicity""), STOP_ON_FAILURE)",Chrome 74.0.3729.157,,2019-05-17 10:25:31,2019-05-17 10:25:31,0.304s,PASSED
"sendKeys(findTestObject(""Patient_Pre-Admission/pre-ad_patient_info/p_info_ethnicity""), Keys.chord(""White"", ENTER, ""Asian"", ENTER, ""Hispanic "", ENTER))",Chrome 74.0.3729.157,,2019-05-17 10:25:31,2019-05-17 10:25:34,2.454s,PASSED
delay(1),Chrome 74.0.3729.157,,2019-05-17 10:25:34,2019-05-17 10:25:35,1.001s,PASSED
"click(findTestObject(""Patient_Pre-Admission/pre-ad_patient_info/p_info_language_spoken""), STOP_ON_FAILURE)",Chrome 74.0.3729.157,,2019-05-17 10:25:35,2019-05-17 10:25:35,0.141s,PASSED
"sendKeys(findTestObject(""Patient_Pre-Admission/pre-ad_patient_info/p_info_language_spoken""), Keys.chord(""Russian"", ENTER, ""Mandarin"", ENTER))",Chrome 74.0.3729.157,,2019-05-17 10:25:35,2019-05-17 10:25:36,0.835s,PASSED
"setText(findTestObject(""Patient_Pre-Admission/pre-ad_patient_info/p_info_ssn""), randomnum + sn)",Chrome 74.0.3729.157,,2019-05-17 10:25:36,2019-05-17 10:25:36,0.393s,PASSED
delay(2),Chrome 74.0.3729.157,,2019-05-17 10:25:36,2019-05-17 10:25:38,2.003s,PASSED
"setText(findTestObject(""Patient_Pre-Admission/pre-ad_patient_address/p_address_address1""), ""10035 Jacks Rd, West Point, MS, 39773"")",Chrome 74.0.3729.157,,2019-05-17 10:25:38,2019-05-17 10:25:39,1.476s,PASSED
"setText(findTestObject(""Patient_Pre-Admission/pre-ad_patient_address/p_address_majorcrossstr""), ""10035 Jacks Rd"")",Chrome 74.0.3729.157,,2019-05-17 10:25:39,2019-05-17 10:25:40,0.606s,PASSED
"setText(findTestObject(""Patient_Pre-Admission/pre-ad_patient_address/p_address_city""), ""West Point"")",Chrome 74.0.3729.157,,2019-05-17 10:25:40,2019-05-17 10:25:41,0.565s,PASSED
"click(findTestObject(""Patient_Pre-Admission/pre-ad_patient_address/p_address_state_tf""), STOP_ON_FAILURE)",Chrome 74.0.3729.157,,2019-05-17 10:25:41,2019-05-17 10:25:41,0.102s,PASSED
"sendKeys(findTestObject(""Patient_Pre-Admission/pre-ad_patient_address/p_address_state""), Keys.chord(""MS"", ENTER))",Chrome 74.0.3729.157,,2019-05-17 10:25:41,2019-05-17 10:25:41,0.203s,PASSED
delay(1),Chrome 74.0.3729.157,,2019-05-17 10:25:41,2019-05-17 10:25:42,1.002s,PASSED
"sendKeys(findTestObject(""Patient_Pre-Admission/pre-ad_patient_address/p_adddress_ZIPcode""), Keys.chord(""39773"", ENTER))",Chrome 74.0.3729.157,,2019-05-17 10:25:42,2019-05-17 10:25:42,0.400s,PASSED
"setText(findTestObject(""Patient_Pre-Admission/pre-ad_patient_address/p_adddress_ZIPcode""), ""39773"")",Chrome 74.0.3729.157,,2019-05-17 10:25:42,2019-05-17 10:25:42,0.001s,NOT_RUN
"setText(findTestObject(""Patient_Pre-Admission/pre-ad_patient_address/p_address_phone1""), ""4534233455"")",Chrome 74.0.3729.157,,2019-05-17 10:25:42,2019-05-17 10:25:43,0.464s,PASSED
delay(1),Chrome 74.0.3729.157,,2019-05-17 10:25:43,2019-05-17 10:25:44,1.003s,PASSED
"click(findTestObject(""Patient_Pre-Admission/pre-ad_servicedeliveryaddress/sdaddress_sameaspatient_btn""), STOP_ON_FAILURE)",Chrome 74.0.3729.157,,2019-05-17 10:25:44,2019-05-17 10:25:44,0.142s,PASSED
delay(1),Chrome 74.0.3729.157,,2019-05-17 10:25:44,2019-05-17 10:25:45,1.003s,PASSED
"click(findTestObject(""Patient_Pre-Admission/pre-ad_living situation/livingsituation_larrangement_livesalone""), STOP_ON_FAILURE)",Chrome 74.0.3729.157,,2019-05-17 10:25:45,2019-05-17 10:25:45,0.106s,PASSED
"click(findTestObject(""Patient_Pre-Admission/pre-ad_living situation/livingsituation_assistance_roundtheclock""), STOP_ON_FAILURE)",Chrome 74.0.3729.157,,2019-05-17 10:25:45,2019-05-17 10:25:45,0.108s,PASSED
"setText(findTestObject(""Patient_Pre-Admission/pre-ad_living situation/livingsituation_caregivername""), ""Missandei of Naath"")",Chrome 74.0.3729.157,,2019-05-17 10:25:45,2019-05-17 10:25:46,0.850s,PASSED
delay(1),Chrome 74.0.3729.157,,2019-05-17 10:25:46,2019-05-17 10:25:47,1.002s,PASSED
"setText(findTestObject(""Patient_Pre-Admission/pre-ad_emergency_contact/emergency_name""), ""Jaime Lannister"")",Chrome 74.0.3729.157,,2019-05-17 10:25:47,2019-05-17 10:25:48,0.694s,PASSED
"setText(findTestObject(""Patient_Pre-Admission/pre-ad_emergency_contact/emergency_relationship""), ""Brother"")",Chrome 74.0.3729.157,,2019-05-17 10:25:48,2019-05-17 10:25:48,0.396s,PASSED
"setText(findTestObject(""Patient_Pre-Admission/pre-ad_emergency_contact/emergency_phone1""), ""4343444434"")",Chrome 74.0.3729.157,,2019-05-17 10:25:48,2019-05-17 10:25:49,0.513s,PASSED
delay(1),Chrome 74.0.3729.157,,2019-05-17 10:25:49,2019-05-17 10:25:50,1.001s,PASSED
"click(findTestObject(""Patient_Pre-Admission/pre-ad_physician_info/physician_attending_tf""), STOP_ON_FAILURE)",Chrome 74.0.3729.157,,2019-05-17 10:25:50,2019-05-17 10:25:50,0.104s,PASSED
"sendKeys(findTestObject(""Patient_Pre-Admission/pre-ad_physician_info/physician_attending""), Keys.chord(""Adrian"", ENTER))",Chrome 74.0.3729.157,,2019-05-17 10:25:50,2019-05-17 10:25:50,0.409s,PASSED
"click(findTestObject(""Patient_Pre-Admission/pre-ad_physician_info/physician_primary_care_sameas_btn""), STOP_ON_FAILURE)",Chrome 74.0.3729.157,,2019-05-17 10:25:50,2019-05-17 10:25:50,0.129s,PASSED
delay(1),Chrome 74.0.3729.157,,2019-05-17 10:25:50,2019-05-17 10:25:51,1.003s,PASSED
"click(findTestObject(""Patient_Pre-Admission/pre-ad_insurance_info/insurance_primary_tf""), STOP_ON_FAILURE)",Chrome 74.0.3729.157,,2019-05-17 10:25:51,2019-05-17 10:25:51,0.117s,PASSED
"sendKeys(findTestObject(""Patient_Pre-Admission/pre-ad_insurance_info/insurance_primary""), Keys.chord(""AAA"", ENTER))",Chrome 74.0.3729.157,,2019-05-17 10:25:51,2019-05-17 10:25:52,0.254s,PASSED
delay(1),Chrome 74.0.3729.157,,2019-05-17 10:25:52,2019-05-17 10:25:53,1.003s,PASSED
"click(findTestObject(""Patient_Pre-Admission/pre-ad_referral_info/referral_typeofadmission_tf""), STOP_ON_FAILURE)",Chrome 74.0.3729.157,,2019-05-17 10:25:53,2019-05-17 10:25:53,0.106s,PASSED
"sendKeys(findTestObject(""Patient_Pre-Admission/pre-ad_referral_info/referral_typeofadmission""), Keys.chord(""1"", ENTER))",Chrome 74.0.3729.157,,2019-05-17 10:25:53,2019-05-17 10:25:53,0.121s,PASSED
"click(findTestObject(""Patient_Pre-Admission/pre-ad_referral_info/referral_admissionsource_tf""), STOP_ON_FAILURE)",Chrome 74.0.3729.157,,2019-05-17 10:25:53,2019-05-17 10:25:53,0.131s,PASSED
"sendKeys(findTestObject(""Patient_Pre-Admission/pre-ad_referral_info/referral_admissionsource""), Keys.chord(""2"", ENTER))",Chrome 74.0.3729.157,,2019-05-17 10:25:53,2019-05-17 10:25:53,0.144s,PASSED
"click(findTestObject(""Patient_Pre-Admission/pre-ad_referral_info/referral_type_tf""), STOP_ON_FAILURE)",Chrome 74.0.3729.157,,2019-05-17 10:25:53,2019-05-17 10:25:53,0.081s,PASSED
"sendKeys(findTestObject(""Patient_Pre-Admission/pre-ad_referral_info/referral_type""), Keys.chord(""Other"", ENTER))",Chrome 74.0.3729.157,,2019-05-17 10:25:53,2019-05-17 10:25:54,0.274s,PASSED
"click(findTestObject(""Patient_Pre-Admission/pre-ad_referral_info/referral_source_tf""), STOP_ON_FAILURE)",Chrome 74.0.3729.157,,2019-05-17 10:25:54,2019-05-17 10:25:54,0.073s,PASSED
"sendKeys(findTestObject(""Patient_Pre-Admission/pre-ad_referral_info/referral_source""), Keys.chord(""JB Doria"", ENTER))",Chrome 74.0.3729.157,,2019-05-17 10:25:54,2019-05-17 10:25:54,0.415s,PASSED
delay(1),Chrome 74.0.3729.157,,2019-05-17 10:25:54,2019-05-17 10:25:55,1.002s,PASSED
"click(findTestObject(""Patient_Pre-Admission/pre-ad_hospitalization_info/hospital_hospital_tf""), STOP_ON_FAILURE)",Chrome 74.0.3729.157,,2019-05-17 10:25:55,2019-05-17 10:25:55,0.115s,PASSED
"sendKeys(findTestObject(""Patient_Pre-Admission/pre-ad_hospitalization_info/hospital_hospital""), Keys.chord(""Advanced Care Hospital"", ENTER))",Chrome 74.0.3729.157,,2019-05-17 10:25:55,2019-05-17 10:25:56,0.846s,PASSED
"setText(findTestObject(""Patient_Pre-Admission/pre-ad_hospitalization_info/hospital_facility_admitdate""), ""1012017"")",Chrome 74.0.3729.157,,2019-05-17 10:25:56,2019-05-17 10:25:56,0.300s,PASSED
"setText(findTestObject(""Patient_Pre-Admission/pre-ad_hospitalization_info/hospital_dischargedate""), ""2282017"")",Chrome 74.0.3729.157,,2019-05-17 10:25:56,2019-05-17 10:25:57,0.287s,PASSED
delay(1),Chrome 74.0.3729.157,,2019-05-17 10:25:57,2019-05-17 10:25:58,1.001s,PASSED
"setText(findTestObject(""Patient_Pre-Admission/pre-ad_diagnosis_orders/diagnosis_primary""), ""Carcinoma in situ of floor of mouth"")",Chrome 74.0.3729.157,,2019-05-17 10:25:58,2019-05-17 10:25:59,0.998s,PASSED
