Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Neurological,Chrome 73.0.3683.103,,2019-04-24 13:01:31,2019-04-24 13:02:36,1m - 5.192s,FAILED
,,,,,,
Test Cases/login,Chrome 73.0.3683.103,,2019-04-24 13:01:32,2019-04-24 13:01:55,23.736s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-24 13:01:32,2019-04-24 13:01:40,7.778s,PASSED
"navigateToUrl(""https://qa.medisource.com/login"")",Chrome 73.0.3683.103,,2019-04-24 13:01:40,2019-04-24 13:01:43,2.984s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-24 13:01:43,2019-04-24 13:01:46,3.036s,PASSED
"setText(findTestObject(""Object Repository/addUser/Page_Medisource  Login/input_Please try afterminutes.""), ""superagent"")",Chrome 73.0.3683.103,,2019-04-24 13:01:46,2019-04-24 13:01:46,0.316s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-24 13:01:46,2019-04-24 13:01:49,3.002s,PASSED
"setEncryptedText(findTestObject(""Object Repository/addUser/Page_Medisource  Login/input_Username or email requir""), ""SITHpLWAWtI8C4F8RIujvA=="")",Chrome 73.0.3683.103,,2019-04-24 13:01:49,2019-04-24 13:01:49,0.200s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-24 13:01:49,2019-04-24 13:01:52,3.002s,PASSED
"click(findTestObject(""Object Repository/addUser/Page_Medisource  Login/button_Login""))",Chrome 73.0.3683.103,,2019-04-24 13:01:52,2019-04-24 13:01:52,0.074s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-24 13:01:52,2019-04-24 13:01:55,3.002s,PASSED
,,,,,,
Test Cases/navigate_patient_soc_ken,Chrome 73.0.3683.103,,2019-04-24 13:01:55,2019-04-24 13:02:03,7.067s,PASSED
delay(2),Chrome 73.0.3683.103,,2019-04-24 13:01:56,2019-04-24 13:01:58,2.004s,PASSED
"navigateToUrl(""https://qa.medisource.com/patients/all"")",Chrome 73.0.3683.103,,2019-04-24 13:01:58,2019-04-24 13:01:58,0.645s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-24 13:01:58,2019-04-24 13:01:59,1.002s,PASSED
"navigateToUrl(""https://qa.medisource.com/patientcare/638B92A0-A489-410B-8056-906FE598F197/9F6A772C-C308-499E-BA52-A7BF3652D416/overview"")",Chrome 73.0.3683.103,,2019-04-24 13:01:59,2019-04-24 13:02:00,0.619s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-24 13:02:00,2019-04-24 13:02:01,1.004s,PASSED
