Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Medications,Chrome 73.0.3683.103,,2019-04-26 08:46:22,2019-04-26 08:47:12,49.790s,FAILED
,,,,,,
Test Cases/navigate_patient_soc_ken,Chrome 73.0.3683.103,,2019-04-26 08:46:22,2019-04-26 08:46:52,30.074s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-26 08:46:23,2019-04-26 08:46:27,3.776s,PASSED
"navigateToUrl(""https://qa.medisource.com/login"")",Chrome 73.0.3683.103,,2019-04-26 08:46:27,2019-04-26 08:46:29,2.740s,PASSED
"setText(findTestObject(""Object Repository/addUser/Page_Medisource  Login/input_Please try afterminutes.""), ""kenkenrn"")",Chrome 73.0.3683.103,,2019-04-26 08:46:29,2019-04-26 08:46:29,0.124s,PASSED
"setEncryptedText(findTestObject(""Object Repository/addUser/Page_Medisource  Login/input_Username or email requir""), ""SITHpLWAWtLnr/hOhnpplQ=="")",Chrome 73.0.3683.103,,2019-04-26 08:46:29,2019-04-26 08:46:30,0.150s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-26 08:46:30,2019-04-26 08:46:31,1.017s,PASSED
"click(findTestObject(""Object Repository/addUser/Page_Medisource  Login/button_Login""))",Chrome 73.0.3683.103,,2019-04-26 08:46:31,2019-04-26 08:46:31,0.092s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-26 08:46:31,2019-04-26 08:46:34,3.003s,PASSED
"navigateToUrl(""https://qa.medisource.com/patients/all"")",Chrome 73.0.3683.103,,2019-04-26 08:46:34,2019-04-26 08:46:48,14.450s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-26 08:46:48,2019-04-26 08:46:49,1.003s,PASSED
"navigateToUrl(""https://qa.medisource.com/patientcare/638B92A0-A489-410B-8056-906FE598F197/9F6A772C-C308-499E-BA52-A7BF3652D416/overview"")",Chrome 73.0.3683.103,,2019-04-26 08:46:49,2019-04-26 08:46:50,0.763s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-26 08:46:50,2019-04-26 08:46:51,1.003s,PASSED
"navigateToUrl(""https://qa.medisource.com/patientcare/638B92A0-A489-410B-8056-906FE598F197/9F6A772C-C308-499E-BA52-A7BF3652D416/2019/oasis/clinical/soc/9405B47D-64F0-4CF9-A5FA-25C79AC5A572/638B92A0-A489-410B-8056-906FE598F197"")",Chrome 73.0.3683.103,,2019-04-26 08:46:51,2019-04-26 08:46:51,0.566s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-26 08:46:51,2019-04-26 08:46:52,1.001s,PASSED
,,,,,,
Test Cases/OASIS_SOC/Medications,Chrome 73.0.3683.103,,2019-04-26 08:46:52,2019-04-26 08:47:11,18.672s,FAILED
"click(findTestObject(""OASIS/OASIS_TABS/xitemedits_btn""))",Chrome 73.0.3683.103,,2019-04-26 08:46:53,2019-04-26 08:46:55,2.016s,PASSED
"click(findTestObject(""OASIS/OASIS_TABS/Medications_tab""))",Chrome 73.0.3683.103,,2019-04-26 08:46:55,2019-04-26 08:46:55,0.208s,PASSED
delay(5),Chrome 73.0.3683.103,,2019-04-26 08:46:55,2019-04-26 08:47:00,5.003s,PASSED
"click(findTestObject(""OASIS/Medications/M2001_1""))",Chrome 73.0.3683.103,,2019-04-26 08:47:00,2019-04-26 08:47:00,0.135s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-26 08:47:00,2019-04-26 08:47:01,1.001s,PASSED
"click(findTestObject(""OASIS/Medications/M2003_1""))",Chrome 73.0.3683.103,,2019-04-26 08:47:01,2019-04-26 08:47:01,0.151s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-26 08:47:01,2019-04-26 08:47:02,1.002s,PASSED
"click(findTestObject(""OASIS/Medications/M2010_1""))",Chrome 73.0.3683.103,,2019-04-26 08:47:02,2019-04-26 08:47:02,0.137s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-26 08:47:02,2019-04-26 08:47:03,1.003s,PASSED
"click(findTestObject(""OASIS/Medications/M2020_1""))",Chrome 73.0.3683.103,,2019-04-26 08:47:03,2019-04-26 08:47:04,0.115s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-26 08:47:04,2019-04-26 08:47:05,1.002s,PASSED
"click(findTestObject(""OASIS/Medications/M2030_1""))",Chrome 73.0.3683.103,,2019-04-26 08:47:05,2019-04-26 08:47:05,0.119s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-26 08:47:05,2019-04-26 08:47:08,3.004s,PASSED
"click(findTestObject(""OASIS/Medications/med_venous_access""))",Chrome 73.0.3683.103,,2019-04-26 08:47:08,2019-04-26 08:47:08,0.127s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-26 08:47:08,2019-04-26 08:47:11,3.001s,PASSED
"click(findTestObject(""OASIS/Medications/med_va_purpose/med_va_purpose_antibiotic""))",Chrome 73.0.3683.103,,2019-04-26 08:47:11,2019-04-26 08:47:11,0.379s,FAILED
