Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
automation_compiled,Chrome 73.0.3683.103,,2019-04-30 11:05:27,2019-04-30 11:12:55,7m - 27.835s,FAILED
,,,,,,
Test Cases/OASIS_compilation,Chrome 73.0.3683.103,,2019-04-30 11:05:27,2019-04-30 11:05:46,18.867s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-30 11:05:27,2019-04-30 11:05:31,3.372s,PASSED
"navigateToUrl(""https://qa.medisource.com/login"")",Chrome 73.0.3683.103,,2019-04-30 11:05:31,2019-04-30 11:05:33,2.028s,PASSED
"setText(findTestObject(""Object Repository/addUser/Page_Medisource  Login/input_Please try afterminutes.""), ""superagent"")",Chrome 73.0.3683.103,,2019-04-30 11:05:33,2019-04-30 11:05:33,0.153s,PASSED
"setEncryptedText(findTestObject(""Object Repository/addUser/Page_Medisource  Login/input_Username or email requir""), ""SITHpLWAWtI8C4F8RIujvA=="")",Chrome 73.0.3683.103,,2019-04-30 11:05:33,2019-04-30 11:05:33,0.191s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 11:05:33,2019-04-30 11:05:34,1.018s,PASSED
"click(findTestObject(""Object Repository/addUser/Page_Medisource  Login/button_Login""))",Chrome 73.0.3683.103,,2019-04-30 11:05:34,2019-04-30 11:05:34,0.079s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-30 11:05:34,2019-04-30 11:05:37,3.001s,PASSED
"navigateToUrl(""https://qa.medisource.com/patients/all"")",Chrome 73.0.3683.103,,2019-04-30 11:05:37,2019-04-30 11:05:39,1.475s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 11:05:39,2019-04-30 11:05:40,1.004s,PASSED
"navigateToUrl(""https://qa.medisource.com/patientcare/7A8DDC98-19FC-470D-93B9-DEBD3B09D9F7/F813D137-B6FE-41FD-A8FC-04BE4CEF5E6B/overview"")",Chrome 73.0.3683.103,Select the patient: task tab link,2019-04-30 11:05:40,2019-04-30 11:05:40,0.785s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 11:05:40,2019-04-30 11:05:41,1.003s,PASSED
"navigateToUrl(""https://qa.medisource.com/patientcare/7A8DDC98-19FC-470D-93B9-DEBD3B09D9F7/F813D137-B6FE-41FD-A8FC-04BE4CEF5E6B/2019/oasis/clinical/soc/663D7785-5851-4882-B251-3BBEE917C2FE/7A8DDC98-19FC-470D-93B9-DEBD3B09D9F7"")",Chrome 73.0.3683.103,Patient OASIS link,2019-04-30 11:05:41,2019-04-30 11:05:42,0.676s,PASSED
delay(2),Chrome 73.0.3683.103,,2019-04-30 11:05:42,2019-04-30 11:05:44,2.004s,PASSED
"click(findTestObject(""OASIS/OASIS_TABS/xitemedits_btn""))",Chrome 73.0.3683.103,,2019-04-30 11:05:44,2019-04-30 11:05:46,1.754s,PASSED
,,,,,,
Test Cases/OASIS_SOC/Cardiopulmonary,Chrome 73.0.3683.103,,2019-04-30 11:05:46,2019-04-30 11:07:13,1m - 27.053s,PASSED
"click(findTestObject(""OASIS/OASIS_TABS/Cardio_tab""))",Chrome 73.0.3683.103,,2019-04-30 11:05:46,2019-04-30 11:05:47,0.442s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-30 11:05:47,2019-04-30 11:05:50,3.002s,PASSED
"click(findTestObject(""OASIS/Cardiopulmonary/cardio_respiratory_status/cardio_rs_breath_sounds/cardio_rs_bs_no""))",Chrome 73.0.3683.103,,2019-04-30 11:05:50,2019-04-30 11:05:50,0.131s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-30 11:05:50,2019-04-30 11:05:53,3.003s,PASSED
"click(findTestObject(""OASIS/Cardiopulmonary/cardio_respiratory_status/cardio_rs_breath_sounds/cardio_rs_abnormalbs/cardio_rs_abs_diminished_l""))",Chrome 73.0.3683.103,,2019-04-30 11:05:53,2019-04-30 11:05:53,0.145s,PASSED
"click(findTestObject(""OASIS/Cardiopulmonary/cardio_respiratory_status/cardio_rs_breath_sounds/cardio_rs_abnormalbs/cardio_rs_abs_diminished_r""))",Chrome 73.0.3683.103,,2019-04-30 11:05:53,2019-04-30 11:05:53,0.109s,PASSED
"click(findTestObject(""OASIS/Cardiopulmonary/cardio_respiratory_status/cardio_rs_breath_sounds/cardio_rs_abnormalbs/cardio_rs_abs_diminished_an""))",Chrome 73.0.3683.103,,2019-04-30 11:05:53,2019-04-30 11:05:53,0.103s,PASSED
"click(findTestObject(""OASIS/Cardiopulmonary/cardio_respiratory_status/cardio_rs_breath_sounds/cardio_rs_abnormalbs/cardio_rs_abs_diminished_pos""))",Chrome 73.0.3683.103,,2019-04-30 11:05:53,2019-04-30 11:05:53,0.105s,PASSED
"click(findTestObject(""OASIS/Cardiopulmonary/cardio_respiratory_status/cardio_rs_breath_sounds/cardio_rs_abnormalbs/cardio_rs_abs_diminished_up""))",Chrome 73.0.3683.103,,2019-04-30 11:05:53,2019-04-30 11:05:53,0.098s,PASSED
"click(findTestObject(""OASIS/Cardiopulmonary/cardio_respiratory_status/cardio_rs_breath_sounds/cardio_rs_abnormalbs/cardio_rs_abs_diminished_mid""))",Chrome 73.0.3683.103,,2019-04-30 11:05:53,2019-04-30 11:05:53,0.112s,PASSED
"click(findTestObject(""OASIS/Cardiopulmonary/cardio_respiratory_status/cardio_rs_breath_sounds/cardio_rs_abnormalbs/cardio_rs_abs_diminished_low""))",Chrome 73.0.3683.103,,2019-04-30 11:05:53,2019-04-30 11:05:54,0.108s,PASSED
delay(2),Chrome 73.0.3683.103,,2019-04-30 11:05:54,2019-04-30 11:05:56,2.002s,PASSED
"click(findTestObject(""OASIS/Cardiopulmonary/cardio_respiratory_status/cardio_rs_breath_sounds/cardio_rs_abnormalbs/cardio_rs_abs_absent_l""))",Chrome 73.0.3683.103,,2019-04-30 11:05:56,2019-04-30 11:05:56,0.118s,PASSED
"click(findTestObject(""OASIS/Cardiopulmonary/cardio_respiratory_status/cardio_rs_breath_sounds/cardio_rs_abnormalbs/cardio_rs_abs_absent_r""))",Chrome 73.0.3683.103,,2019-04-30 11:05:56,2019-04-30 11:05:56,0.113s,PASSED
"click(findTestObject(""OASIS/Cardiopulmonary/cardio_respiratory_status/cardio_rs_breath_sounds/cardio_rs_abnormalbs/cardio_rs_abs_absent_an""))",Chrome 73.0.3683.103,,2019-04-30 11:05:56,2019-04-30 11:05:56,0.152s,PASSED
"click(findTestObject(""OASIS/Cardiopulmonary/cardio_respiratory_status/cardio_rs_breath_sounds/cardio_rs_abnormalbs/cardio_rs_abs_absent_pos""))",Chrome 73.0.3683.103,,2019-04-30 11:05:56,2019-04-30 11:05:56,0.107s,PASSED
"click(findTestObject(""OASIS/Cardiopulmonary/cardio_respiratory_status/cardio_rs_breath_sounds/cardio_rs_abnormalbs/cardio_rs_abs_absent_up""))",Chrome 73.0.3683.103,,2019-04-30 11:05:56,2019-04-30 11:05:56,0.107s,PASSED
"click(findTestObject(""OASIS/Cardiopulmonary/cardio_respiratory_status/cardio_rs_breath_sounds/cardio_rs_abnormalbs/cardio_rs_abs_absent_mid""))",Chrome 73.0.3683.103,,2019-04-30 11:05:56,2019-04-30 11:05:56,0.132s,PASSED
"click(findTestObject(""OASIS/Cardiopulmonary/cardio_respiratory_status/cardio_rs_breath_sounds/cardio_rs_abnormalbs/cardio_rs_abs_absent_low""))",Chrome 73.0.3683.103,,2019-04-30 11:05:56,2019-04-30 11:05:56,0.117s,PASSED
delay(2),Chrome 73.0.3683.103,,2019-04-30 11:05:56,2019-04-30 11:05:58,2.004s,PASSED
