Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Cardiopulmonary,Chrome 73.0.3683.103,,2019-04-29 11:12:03,2019-04-29 11:12:22,19.273s,FAILED
,,,,,,
Test Cases/navigate_patient_soc_ken,Chrome 73.0.3683.103,,2019-04-29 11:12:03,2019-04-29 11:12:20,17.100s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-29 11:12:03,2019-04-29 11:12:06,3.036s,PASSED
"navigateToUrl(""https://qa.medisource.com/login"")",Chrome 73.0.3683.103,,2019-04-29 11:12:06,2019-04-29 11:12:08,1.960s,PASSED
"setText(findTestObject(""Object Repository/addUser/Page_Medisource  Login/input_Please try afterminutes.""), ""kenkenrn"")",Chrome 73.0.3683.103,,2019-04-29 11:12:08,2019-04-29 11:12:09,0.127s,PASSED
"setEncryptedText(findTestObject(""Object Repository/addUser/Page_Medisource  Login/input_Username or email requir""), ""SITHpLWAWtLnr/hOhnpplQ=="")",Chrome 73.0.3683.103,,2019-04-29 11:12:09,2019-04-29 11:12:09,0.147s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-29 11:12:09,2019-04-29 11:12:10,1.016s,PASSED
"click(findTestObject(""Object Repository/addUser/Page_Medisource  Login/button_Login""))",Chrome 73.0.3683.103,,2019-04-29 11:12:10,2019-04-29 11:12:10,0.081s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-29 11:12:10,2019-04-29 11:12:13,3.003s,PASSED
"navigateToUrl(""https://qa.medisource.com/patients/all"")",Chrome 73.0.3683.103,,2019-04-29 11:12:13,2019-04-29 11:12:14,0.920s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-29 11:12:14,2019-04-29 11:12:15,1.003s,PASSED
"navigateToUrl(""https://qa.medisource.com/patientcare/638B92A0-A489-410B-8056-906FE598F197/9F6A772C-C308-499E-BA52-A7BF3652D416/overview"")",Chrome 73.0.3683.103,,2019-04-29 11:12:15,2019-04-29 11:12:15,0.714s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-29 11:12:15,2019-04-29 11:12:16,1.002s,PASSED
"navigateToUrl(""https://qa.medisource.com/patientcare/638B92A0-A489-410B-8056-906FE598F197/9F6A772C-C308-499E-BA52-A7BF3652D416/2019/oasis/clinical/soc/9405B47D-64F0-4CF9-A5FA-25C79AC5A572/638B92A0-A489-410B-8056-906FE598F197"")",Chrome 73.0.3683.103,,2019-04-29 11:12:16,2019-04-29 11:12:17,0.755s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-29 11:12:17,2019-04-29 11:12:20,3.003s,PASSED
,,,,,,
Test Cases/OASIS_SOC/Cardiopulmonary,Chrome 73.0.3683.103,,2019-04-29 11:12:20,2019-04-29 11:12:21,1.238s,FAILED
"click(findTestObject(""OASIS/OASIS_TABS/xitemedits_btn""))",Chrome 73.0.3683.103,,2019-04-29 11:12:20,2019-04-29 11:12:21,0.448s,PASSED
"click(findTestObject(""OASIS/OASIS_TABS/Cardio_tab""))",Chrome 73.0.3683.103,,2019-04-29 11:12:21,2019-04-29 11:12:21,0.441s,FAILED
