Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Elimination,Chrome 73.0.3683.103,,2019-04-23 15:32:48,2019-04-23 15:34:43,1m - 54.846s,FAILED
,,,,,,
Test Cases/navigate_patient_soc,Chrome 73.0.3683.103,,2019-04-23 15:32:49,2019-04-23 15:33:16,26.937s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-23 15:32:49,2019-04-23 15:32:52,3.361s,PASSED
"navigateToUrl(""https://qa.medisource.com"")",Chrome 73.0.3683.103,,2019-04-23 15:32:52,2019-04-23 15:32:55,2.648s,PASSED
"setText(findTestObject(""Page_Medisource  Login/input_Please try afterminutes""), ""superagent"")",Chrome 73.0.3683.103,,2019-04-23 15:32:55,2019-04-23 15:32:57,1.643s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-23 15:32:57,2019-04-23 15:33:00,3.019s,PASSED
"setEncryptedText(findTestObject(""Page_Medisource  Login/input_Username or email requir""), ""SITHpLWAWtI8C4F8RIujvA=="")",Chrome 73.0.3683.103,,2019-04-23 15:33:00,2019-04-23 15:33:00,0.181s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-23 15:33:00,2019-04-23 15:33:03,3.003s,PASSED
"click(findTestObject(""Page_Medisource  Login/button_Login""))",Chrome 73.0.3683.103,,2019-04-23 15:33:03,2019-04-23 15:33:03,0.101s,PASSED
delay(2),Chrome 73.0.3683.103,,2019-04-23 15:33:03,2019-04-23 15:33:05,2.002s,PASSED
"navigateToUrl(""https://qa.medisource.com/patients/all"")",Chrome 73.0.3683.103,,2019-04-23 15:33:05,2019-04-23 15:33:05,0.533s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-23 15:33:05,2019-04-23 15:33:08,3.005s,PASSED
"navigateToUrl(""https://qa.medisource.com/patientcare/638B92A0-A489-410B-8056-906FE598F197/9F6A772C-C308-499E-BA52-A7BF3652D416/overview"")",Chrome 73.0.3683.103,,2019-04-23 15:33:08,2019-04-23 15:33:09,0.576s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-23 15:33:09,2019-04-23 15:33:12,3.003s,PASSED
"navigateToUrl(""https://qa.medisource.com/patientcare/638B92A0-A489-410B-8056-906FE598F197/9F6A772C-C308-499E-BA52-A7BF3652D416/2019/oasis/clinical/soc/9405B47D-64F0-4CF9-A5FA-25C79AC5A572/638B92A0-A489-410B-8056-906FE598F197"")",Chrome 73.0.3683.103,,2019-04-23 15:33:12,2019-04-23 15:33:13,0.551s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-23 15:33:13,2019-04-23 15:33:16,3.003s,PASSED
,,,,,,
Test Cases/OASIS_SOC/Elimination,Chrome 73.0.3683.103,Created by: Khenard Figuracion,2019-04-23 15:33:16,2019-04-23 15:34:43,1m - 26.980s,FAILED
"click(findTestObject(""OASIS/OASIS_TABS/xitemedits_btn""))",Chrome 73.0.3683.103,,2019-04-23 15:33:16,2019-04-23 15:33:16,0.625s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-23 15:33:16,2019-04-23 15:33:17,1.002s,PASSED
"click(findTestObject(""OASIS/OASIS_TABS/Elimination_tab""))",Chrome 73.0.3683.103,,2019-04-23 15:33:17,2019-04-23 15:33:18,0.175s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-23 15:33:18,2019-04-23 15:33:19,1.002s,PASSED
