Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Care Management,Chrome 73.0.3683.103,,2019-04-26 11:58:08,2019-04-26 11:58:58,50.025s,PASSED
,,,,,,
Test Cases/navigate_patient_soc_ken,Chrome 73.0.3683.103,,2019-04-26 11:58:08,2019-04-26 11:58:24,16.124s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-26 11:58:08,2019-04-26 11:58:12,3.661s,PASSED
"navigateToUrl(""https://qa.medisource.com/login"")",Chrome 73.0.3683.103,,2019-04-26 11:58:12,2019-04-26 11:58:14,2.301s,PASSED
"setText(findTestObject(""Object Repository/addUser/Page_Medisource  Login/input_Please try afterminutes.""), ""kenkenrn"")",Chrome 73.0.3683.103,,2019-04-26 11:58:14,2019-04-26 11:58:14,0.157s,PASSED
"setEncryptedText(findTestObject(""Object Repository/addUser/Page_Medisource  Login/input_Username or email requir""), ""SITHpLWAWtLnr/hOhnpplQ=="")",Chrome 73.0.3683.103,,2019-04-26 11:58:14,2019-04-26 11:58:15,0.174s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-26 11:58:15,2019-04-26 11:58:16,1.018s,PASSED
"click(findTestObject(""Object Repository/addUser/Page_Medisource  Login/button_Login""))",Chrome 73.0.3683.103,,2019-04-26 11:58:16,2019-04-26 11:58:16,0.077s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-26 11:58:16,2019-04-26 11:58:19,3.003s,PASSED
"navigateToUrl(""https://qa.medisource.com/patients/all"")",Chrome 73.0.3683.103,,2019-04-26 11:58:19,2019-04-26 11:58:20,1.235s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-26 11:58:20,2019-04-26 11:58:21,1.004s,PASSED
"navigateToUrl(""https://qa.medisource.com/patientcare/638B92A0-A489-410B-8056-906FE598F197/9F6A772C-C308-499E-BA52-A7BF3652D416/overview"")",Chrome 73.0.3683.103,,2019-04-26 11:58:21,2019-04-26 11:58:22,0.729s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-26 11:58:22,2019-04-26 11:58:23,1.002s,PASSED
"navigateToUrl(""https://qa.medisource.com/patientcare/638B92A0-A489-410B-8056-906FE598F197/9F6A772C-C308-499E-BA52-A7BF3652D416/2019/oasis/clinical/soc/9405B47D-64F0-4CF9-A5FA-25C79AC5A572/638B92A0-A489-410B-8056-906FE598F197"")",Chrome 73.0.3683.103,,2019-04-26 11:58:23,2019-04-26 11:58:23,0.470s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-26 11:58:23,2019-04-26 11:58:24,1.002s,PASSED
,,,,,,
Test Cases/OASIS_SOC/Care_Management,Chrome 73.0.3683.103,,2019-04-26 11:58:24,2019-04-26 11:58:57,32.905s,PASSED
"click(findTestObject(""OASIS/OASIS_TABS/xitemedits_btn""))",Chrome 73.0.3683.103,,2019-04-26 11:58:24,2019-04-26 11:58:26,1.989s,PASSED
"click(findTestObject(""OASIS/OASIS_TABS/CareManagement_tab""))",Chrome 73.0.3683.103,,2019-04-26 11:58:26,2019-04-26 11:58:26,0.084s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-26 11:58:26,2019-04-26 11:58:29,3.003s,PASSED
"click(findTestObject(""OASIS/Care_Management/M2102_2""))",Chrome 73.0.3683.103,,2019-04-26 11:58:29,2019-04-26 11:58:30,0.797s,PASSED
delay(2),Chrome 73.0.3683.103,,2019-04-26 11:58:30,2019-04-26 11:58:32,2.004s,PASSED
"setText(findTestObject(""OASIS/Care_Management/M2200_000""), ""000"")",Chrome 73.0.3683.103,,2019-04-26 11:58:32,2019-04-26 11:58:32,0.236s,PASSED
delay(2),Chrome 73.0.3683.103,,2019-04-26 11:58:32,2019-04-26 11:58:35,2.005s,PASSED
"click(findTestObject(""OASIS/Care_Management/cm_physician_orders/pt/cm_po_pt_difficultyintransfers""))",Chrome 73.0.3683.103,,2019-04-26 11:58:35,2019-04-26 11:58:35,0.169s,PASSED
"click(findTestObject(""OASIS/Care_Management/cm_physician_orders/pt/cm_po_pt_pcg""))",Chrome 73.0.3683.103,,2019-04-26 11:58:35,2019-04-26 11:58:35,0.157s,PASSED
"click(findTestObject(""OASIS/Care_Management/cm_physician_orders/pt/cm_po_pt_difficultyinlower""))",Chrome 73.0.3683.103,,2019-04-26 11:58:35,2019-04-26 11:58:35,0.138s,PASSED
"click(findTestObject(""OASIS/Care_Management/cm_physician_orders/pt/cm_po_pt_knowledgedeficit""))",Chrome 73.0.3683.103,,2019-04-26 11:58:35,2019-04-26 11:58:35,0.157s,PASSED
"click(findTestObject(""OASIS/Care_Management/cm_physician_orders/pt/cm_po_pt_identifiedhighrisk""))",Chrome 73.0.3683.103,,2019-04-26 11:58:35,2019-04-26 11:58:35,0.150s,PASSED
"click(findTestObject(""OASIS/Care_Management/cm_physician_orders/pt/cm_po_pt_painofmuscle""))",Chrome 73.0.3683.103,,2019-04-26 11:58:35,2019-04-26 11:58:35,0.146s,PASSED
"click(findTestObject(""OASIS/Care_Management/cm_physician_orders/pt/cm_po_pt_therapeutic""))",Chrome 73.0.3683.103,,2019-04-26 11:58:35,2019-04-26 11:58:36,0.146s,PASSED
"click(findTestObject(""OASIS/Care_Management/cm_physician_orders/pt/cm_po_pt_newlydeveloped""))",Chrome 73.0.3683.103,,2019-04-26 11:58:36,2019-04-26 11:58:36,0.163s,PASSED
"setText(findTestObject(""OASIS/Care_Management/cm_physician_orders/pt/cm_po_pt_other""), ""Sample text"")",Chrome 73.0.3683.103,,2019-04-26 11:58:36,2019-04-26 11:58:36,0.353s,PASSED
delay(2),Chrome 73.0.3683.103,,2019-04-26 11:58:36,2019-04-26 11:58:38,2.001s,PASSED
"click(findTestObject(""OASIS/Care_Management/cm_physician_orders/ot/cm_po_ot_upperex""))",Chrome 73.0.3683.103,,2019-04-26 11:58:38,2019-04-26 11:58:38,0.158s,PASSED
