Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Medications,Chrome 73.0.3683.103,,2019-04-26 08:26:11,2019-04-26 08:26:44,33.328s,FAILED
,,,,,,
Test Cases/navigate_patient_soc_ken,Chrome 73.0.3683.103,,2019-04-26 08:26:11,2019-04-26 08:26:26,14.966s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-26 08:26:11,2019-04-26 08:26:14,2.958s,PASSED
"navigateToUrl(""https://qa.medisource.com/login"")",Chrome 73.0.3683.103,,2019-04-26 08:26:14,2019-04-26 08:26:16,1.901s,PASSED
"setText(findTestObject(""Object Repository/addUser/Page_Medisource  Login/input_Please try afterminutes.""), ""kenkenrn"")",Chrome 73.0.3683.103,,2019-04-26 08:26:16,2019-04-26 08:26:16,0.140s,PASSED
"setEncryptedText(findTestObject(""Object Repository/addUser/Page_Medisource  Login/input_Username or email requir""), ""SITHpLWAWtLnr/hOhnpplQ=="")",Chrome 73.0.3683.103,,2019-04-26 08:26:16,2019-04-26 08:26:17,0.139s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-26 08:26:17,2019-04-26 08:26:18,1.017s,PASSED
"click(findTestObject(""Object Repository/addUser/Page_Medisource  Login/button_Login""))",Chrome 73.0.3683.103,,2019-04-26 08:26:18,2019-04-26 08:26:18,0.109s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-26 08:26:18,2019-04-26 08:26:21,3.003s,PASSED
"navigateToUrl(""https://qa.medisource.com/patients/all"")",Chrome 73.0.3683.103,,2019-04-26 08:26:21,2019-04-26 08:26:22,1.088s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-26 08:26:22,2019-04-26 08:26:23,1.003s,PASSED
"navigateToUrl(""https://qa.medisource.com/patientcare/638B92A0-A489-410B-8056-906FE598F197/9F6A772C-C308-499E-BA52-A7BF3652D416/overview"")",Chrome 73.0.3683.103,,2019-04-26 08:26:23,2019-04-26 08:26:23,0.677s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-26 08:26:23,2019-04-26 08:26:24,1.002s,PASSED
"navigateToUrl(""https://qa.medisource.com/patientcare/638B92A0-A489-410B-8056-906FE598F197/9F6A772C-C308-499E-BA52-A7BF3652D416/2019/oasis/clinical/soc/9405B47D-64F0-4CF9-A5FA-25C79AC5A572/638B92A0-A489-410B-8056-906FE598F197"")",Chrome 73.0.3683.103,,2019-04-26 08:26:24,2019-04-26 08:26:25,0.602s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-26 08:26:25,2019-04-26 08:26:26,1.001s,PASSED
,,,,,,
Test Cases/OASIS_SOC/Medications,Chrome 73.0.3683.103,,2019-04-26 08:26:26,2019-04-26 08:26:43,17.408s,FAILED
"click(findTestObject(""OASIS/OASIS_TABS/xitemedits_btn""))",Chrome 73.0.3683.103,,2019-04-26 08:26:26,2019-04-26 08:26:28,2.042s,PASSED
"click(findTestObject(""OASIS/OASIS_TABS/Medications_tab""))",Chrome 73.0.3683.103,,2019-04-26 08:26:28,2019-04-26 08:26:28,0.084s,PASSED
delay(5),Chrome 73.0.3683.103,,2019-04-26 08:26:28,2019-04-26 08:26:33,5.003s,PASSED
"click(findTestObject(""OASIS/Medications/M2001_1""))",Chrome 73.0.3683.103,,2019-04-26 08:26:33,2019-04-26 08:26:34,0.115s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-26 08:26:34,2019-04-26 08:26:35,1.003s,PASSED
"click(findTestObject(""OASIS/Medications/M2003_1""))",Chrome 73.0.3683.103,,2019-04-26 08:26:35,2019-04-26 08:26:35,0.107s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-26 08:26:35,2019-04-26 08:26:36,1.002s,PASSED
"click(findTestObject(""OASIS/Medications/M2010_1""))",Chrome 73.0.3683.103,,2019-04-26 08:26:36,2019-04-26 08:26:36,0.099s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-26 08:26:36,2019-04-26 08:26:37,1.004s,PASSED
"click(findTestObject(""OASIS/Medications/M2020_1""))",Chrome 73.0.3683.103,,2019-04-26 08:26:37,2019-04-26 08:26:37,0.147s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-26 08:26:37,2019-04-26 08:26:38,1.002s,PASSED
"click(findTestObject(""OASIS/Medications/M2030_1""))",Chrome 73.0.3683.103,,2019-04-26 08:26:38,2019-04-26 08:26:38,0.104s,PASSED
delay(2),Chrome 73.0.3683.103,,2019-04-26 08:26:38,2019-04-26 08:26:40,2.004s,PASSED
"click(findTestObject(""OASIS/Medications/med_venous_access""))",Chrome 73.0.3683.103,,2019-04-26 08:26:40,2019-04-26 08:26:40,0.126s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-26 08:26:40,2019-04-26 08:26:43,3.002s,PASSED
"click(findTestObject(""OASIS/Medications/med_va_purpose/med_va_purpose_antibiotic""))",Chrome 73.0.3683.103,,2019-04-26 08:26:43,2019-04-26 08:26:43,0.340s,FAILED
