Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Elimination,Chrome 73.0.3683.103,,2019-04-24 16:44:19,2019-04-24 16:45:32,1m - 13.478s,PASSED
,,,,,,
Test Cases/login,Chrome 73.0.3683.103,,2019-04-24 16:44:19,2019-04-24 16:44:37,18.146s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-24 16:44:19,2019-04-24 16:44:22,3.348s,PASSED
"navigateToUrl(""https://qa.medisource.com/login"")",Chrome 73.0.3683.103,,2019-04-24 16:44:22,2019-04-24 16:44:25,2.019s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-24 16:44:25,2019-04-24 16:44:28,3.017s,PASSED
"setText(findTestObject(""Object Repository/addUser/Page_Medisource  Login/input_Please try afterminutes.""), ""superagent"")",Chrome 73.0.3683.103,,2019-04-24 16:44:28,2019-04-24 16:44:28,0.137s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-24 16:44:28,2019-04-24 16:44:31,3.002s,PASSED
"setEncryptedText(findTestObject(""Object Repository/addUser/Page_Medisource  Login/input_Username or email requir""), ""SITHpLWAWtI8C4F8RIujvA=="")",Chrome 73.0.3683.103,,2019-04-24 16:44:31,2019-04-24 16:44:31,0.163s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-24 16:44:31,2019-04-24 16:44:34,3.004s,PASSED
"click(findTestObject(""Object Repository/addUser/Page_Medisource  Login/button_Login""))",Chrome 73.0.3683.103,,2019-04-24 16:44:34,2019-04-24 16:44:34,0.103s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-24 16:44:34,2019-04-24 16:44:37,3.001s,PASSED
,,,,,,
Test Cases/navigate_patient_soc_ken,Chrome 73.0.3683.103,,2019-04-24 16:44:37,2019-04-24 16:44:44,7.115s,PASSED
delay(2),Chrome 73.0.3683.103,,2019-04-24 16:44:37,2019-04-24 16:44:39,2.006s,PASSED
"navigateToUrl(""https://qa.medisource.com/patients/all"")",Chrome 73.0.3683.103,,2019-04-24 16:44:39,2019-04-24 16:44:40,0.701s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-24 16:44:40,2019-04-24 16:44:41,1.002s,PASSED
"navigateToUrl(""https://qa.medisource.com/patientcare/638B92A0-A489-410B-8056-906FE598F197/9F6A772C-C308-499E-BA52-A7BF3652D416/overview"")",Chrome 73.0.3683.103,,2019-04-24 16:44:41,2019-04-24 16:44:42,0.669s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-24 16:44:42,2019-04-24 16:44:43,1.002s,PASSED
"navigateToUrl(""https://qa.medisource.com/patientcare/638B92A0-A489-410B-8056-906FE598F197/9F6A772C-C308-499E-BA52-A7BF3652D416/2019/oasis/clinical/soc/9405B47D-64F0-4CF9-A5FA-25C79AC5A572/638B92A0-A489-410B-8056-906FE598F197"")",Chrome 73.0.3683.103,,2019-04-24 16:44:43,2019-04-24 16:44:43,0.523s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-24 16:44:43,2019-04-24 16:44:44,1.002s,PASSED
,,,,,,
Test Cases/OASIS_SOC/Elimination,Chrome 73.0.3683.103,Created by: Khenard Figuracion,2019-04-24 16:44:44,2019-04-24 16:45:31,47.239s,PASSED
"click(findTestObject(""OASIS/OASIS_TABS/xitemedits_btn""))",Chrome 73.0.3683.103,,2019-04-24 16:44:44,2019-04-24 16:44:46,2.124s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-24 16:44:46,2019-04-24 16:44:47,1.002s,PASSED
"click(findTestObject(""OASIS/OASIS_TABS/Elimination_tab""))",Chrome 73.0.3683.103,,2019-04-24 16:44:47,2019-04-24 16:44:48,0.165s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-24 16:44:48,2019-04-24 16:44:49,1.001s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_abnormal_status_incontinence""))",Chrome 73.0.3683.103,,2019-04-24 16:44:49,2019-04-24 16:44:52,3.360s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_abnormal_status_stress_incontinence""))",Chrome 73.0.3683.103,,2019-04-24 16:44:52,2019-04-24 16:44:52,0.148s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_abnormal_status_urgency""))",Chrome 73.0.3683.103,,2019-04-24 16:44:52,2019-04-24 16:44:52,0.134s,PASSED
