Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
automation_compiled,Chrome 73.0.3683.103,,2019-04-30 10:03:19,2019-04-30 10:10:08,6m - 49.294s,PASSED
,,,,,,
Test Cases/OASIS_compilation,Chrome 73.0.3683.103,,2019-04-30 10:03:19,2019-04-30 10:03:38,18.191s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-30 10:03:20,2019-04-30 10:03:23,3.199s,PASSED
"navigateToUrl(""https://qa.medisource.com/login"")",Chrome 73.0.3683.103,,2019-04-30 10:03:23,2019-04-30 10:03:25,2.052s,PASSED
"setText(findTestObject(""Object Repository/addUser/Page_Medisource  Login/input_Please try afterminutes.""), ""superagent"")",Chrome 73.0.3683.103,,2019-04-30 10:03:25,2019-04-30 10:03:25,0.199s,PASSED
"setEncryptedText(findTestObject(""Object Repository/addUser/Page_Medisource  Login/input_Username or email requir""), ""SITHpLWAWtI8C4F8RIujvA=="")",Chrome 73.0.3683.103,,2019-04-30 10:03:25,2019-04-30 10:03:25,0.169s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 10:03:25,2019-04-30 10:03:26,1.023s,PASSED
"click(findTestObject(""Object Repository/addUser/Page_Medisource  Login/button_Login""))",Chrome 73.0.3683.103,,2019-04-30 10:03:26,2019-04-30 10:03:26,0.075s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-30 10:03:26,2019-04-30 10:03:29,3.007s,PASSED
"navigateToUrl(""https://qa.medisource.com/patients/all"")",Chrome 73.0.3683.103,"Patient: Compiled Automation
",2019-04-30 10:03:29,2019-04-30 10:03:30,0.984s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 10:03:30,2019-04-30 10:03:31,1.004s,PASSED
"navigateToUrl(""https://qa.medisource.com/patientcare/009837C2-ECC9-4AFE-98B1-34A3496FAE08/C7413FDF-56F8-4165-914C-810E9B7902D5/overview"")",Chrome 73.0.3683.103,,2019-04-30 10:03:31,2019-04-30 10:03:32,0.721s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 10:03:32,2019-04-30 10:03:33,1.002s,PASSED
"navigateToUrl(""https://qa.medisource.com/patientcare/009837C2-ECC9-4AFE-98B1-34A3496FAE08/C7413FDF-56F8-4165-914C-810E9B7902D5/2019/oasis/clinical/soc/35EE8F6D-81C8-4D0B-898C-0E3D068F7FAC/009837C2-ECC9-4AFE-98B1-34A3496FAE08"")",Chrome 73.0.3683.103,,2019-04-30 10:03:33,2019-04-30 10:03:34,0.849s,PASSED
delay(2),Chrome 73.0.3683.103,,2019-04-30 10:03:34,2019-04-30 10:03:36,2.004s,PASSED
"click(findTestObject(""OASIS/OASIS_TABS/xitemedits_btn""))",Chrome 73.0.3683.103,,2019-04-30 10:03:36,2019-04-30 10:03:38,1.602s,PASSED
,,,,,,
Test Cases/OASIS_SOC/Elimination,Chrome 73.0.3683.103,Created by: Khenard Figuracion,2019-04-30 10:03:38,2019-04-30 10:04:20,42.450s,PASSED
"click(findTestObject(""OASIS/OASIS_TABS/Elimination_tab""))",Chrome 73.0.3683.103,,2019-04-30 10:03:38,2019-04-30 10:03:38,0.429s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 10:03:38,2019-04-30 10:03:39,1.002s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_abnormal_status_incontinence""))",Chrome 73.0.3683.103,,2019-04-30 10:03:39,2019-04-30 10:03:40,1.034s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_abnormal_status_stress_incontinence""))",Chrome 73.0.3683.103,,2019-04-30 10:03:40,2019-04-30 10:03:40,0.133s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_abnormal_status_urgency""))",Chrome 73.0.3683.103,,2019-04-30 10:03:40,2019-04-30 10:03:41,0.110s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_abnormal_status_frequency""))",Chrome 73.0.3683.103,,2019-04-30 10:03:41,2019-04-30 10:03:41,0.158s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_abnormal_status_dysuria""))",Chrome 73.0.3683.103,,2019-04-30 10:03:41,2019-04-30 10:03:41,0.140s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_abnormal_status_retention""))",Chrome 73.0.3683.103,,2019-04-30 10:03:41,2019-04-30 10:03:41,0.117s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_abnormal_status_polyuria""))",Chrome 73.0.3683.103,,2019-04-30 10:03:41,2019-04-30 10:03:41,0.110s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_abnormal_status_nocturia""))",Chrome 73.0.3683.103,,2019-04-30 10:03:41,2019-04-30 10:03:41,0.105s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_abnormal_status_oliguria""))",Chrome 73.0.3683.103,,2019-04-30 10:03:41,2019-04-30 10:03:41,0.116s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_abnormal_status_hematuria""))",Chrome 73.0.3683.103,,2019-04-30 10:03:41,2019-04-30 10:03:41,0.109s,PASSED
"setText(findTestObject(""OASIS/Elimination/genitourinary_status/elim_abnormal_status_other""), ""Xenoderma Pigmentosium"")",Chrome 73.0.3683.103,,2019-04-30 10:03:41,2019-04-30 10:03:42,1.069s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 10:03:42,2019-04-30 10:03:43,1.007s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_urine_color_yellow""))",Chrome 73.0.3683.103,,2019-04-30 10:03:43,2019-04-30 10:03:44,0.131s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 10:03:44,2019-04-30 10:03:45,1.003s,PASSED
"setText(findTestObject(""OASIS/Elimination/genitourinary_status/elim_urine_color_other""), ""Reddish Yellow"")",Chrome 73.0.3683.103,,2019-04-30 10:03:45,2019-04-30 10:03:45,0.749s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 10:03:45,2019-04-30 10:03:46,1.003s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_urine_clarity_clear""))",Chrome 73.0.3683.103,,2019-04-30 10:03:46,2019-04-30 10:03:46,0.139s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 10:03:46,2019-04-30 10:03:47,1.003s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_urine_odor_yes""))",Chrome 73.0.3683.103,,2019-04-30 10:03:47,2019-04-30 10:03:48,0.133s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 10:03:48,2019-04-30 10:03:49,1.001s,PASSED
"setText(findTestObject(""OASIS/Elimination/genitourinary_status/elim_urine_odor_yes_textfield""), ""Foul"")",Chrome 73.0.3683.103,,2019-04-30 10:03:49,2019-04-30 10:03:49,0.261s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 10:03:49,2019-04-30 10:03:50,1.002s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_spx_hemo""))",Chrome 73.0.3683.103,,2019-04-30 10:03:50,2019-04-30 10:03:50,0.123s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 10:03:50,2019-04-30 10:03:51,1.003s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_spx_hemodialysis/elim_hemodialysis_avshunt_ra""))",Chrome 73.0.3683.103,,2019-04-30 10:03:51,2019-04-30 10:03:51,0.118s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 10:03:51,2019-04-30 10:03:52,1.003s,PASSED
"setText(findTestObject(""OASIS/Elimination/genitourinary_status/elim_spx_hemodialysis/elim_hemodialysis_other""), ""RA/LA"")",Chrome 73.0.3683.103,,2019-04-30 10:03:52,2019-04-30 10:03:53,0.441s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 10:03:53,2019-04-30 10:03:54,1.002s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_spx_hemodialysis/elim_hemodialysis_thrill_yes""))",Chrome 73.0.3683.103,,2019-04-30 10:03:54,2019-04-30 10:03:54,0.136s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 10:03:54,2019-04-30 10:03:55,1.003s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_spx_hemodialysis/elim_hemodialysis_bruit_yes""))",Chrome 73.0.3683.103,,2019-04-30 10:03:55,2019-04-30 10:03:55,0.112s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 10:03:55,2019-04-30 10:03:56,1.003s,PASSED
"setText(findTestObject(""OASIS/Elimination/genitourinary_status/elim_spx_hemodialysis/elim_hemodialysis_avshunt_care""), ""Sample Text"")",Chrome 73.0.3683.103,,2019-04-30 10:03:56,2019-04-30 10:03:56,0.630s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 10:03:56,2019-04-30 10:03:57,1.001s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_spx_hemodialysis/elim_hemodialysis_dsched_mon""))",Chrome 73.0.3683.103,,2019-04-30 10:03:57,2019-04-30 10:03:58,0.120s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_spx_hemodialysis/elim_hemodialysis_dsched_tue""))",Chrome 73.0.3683.103,,2019-04-30 10:03:58,2019-04-30 10:03:58,0.106s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_spx_hemodialysis/elim_hemodialysis_dsched_wed""))",Chrome 73.0.3683.103,,2019-04-30 10:03:58,2019-04-30 10:03:58,0.099s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_spx_hemodialysis/elim_hemodialysis_dsched_thu""))",Chrome 73.0.3683.103,,2019-04-30 10:03:58,2019-04-30 10:03:58,0.128s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_spx_hemodialysis/elim_hemodialysis_dsched_fri""))",Chrome 73.0.3683.103,,2019-04-30 10:03:58,2019-04-30 10:03:58,0.107s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_spx_hemodialysis/elim_hemodialysis_dsched_sat""))",Chrome 73.0.3683.103,,2019-04-30 10:03:58,2019-04-30 10:03:58,0.147s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_spx_hemodialysis/elim_hemodialysis_dsched_sun""))",Chrome 73.0.3683.103,,2019-04-30 10:03:58,2019-04-30 10:03:58,0.112s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 10:03:58,2019-04-30 10:03:59,1.001s,PASSED
"setText(findTestObject(""OASIS/Elimination/genitourinary_status/elim_spx_hemodialysis/elim_hemodialysis_dcenter""), ""InterMed Dialysis Center"")",Chrome 73.0.3683.103,,2019-04-30 10:03:59,2019-04-30 10:04:01,1.261s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 10:04:01,2019-04-30 10:04:02,1.001s,PASSED
