Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
automation_compiled,Chrome 73.0.3683.103,,2019-04-30 10:47:45,2019-04-30 10:55:17,7m - 32.201s,FAILED
,,,,,,
Test Cases/OASIS_compilation,Chrome 73.0.3683.103,,2019-04-30 10:47:45,2019-04-30 10:48:04,18.439s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-30 10:47:46,2019-04-30 10:47:49,2.962s,PASSED
"navigateToUrl(""https://qa.medisource.com/login"")",Chrome 73.0.3683.103,,2019-04-30 10:47:49,2019-04-30 10:47:51,2.188s,PASSED
"setText(findTestObject(""Object Repository/addUser/Page_Medisource  Login/input_Please try afterminutes.""), ""superagent"")",Chrome 73.0.3683.103,,2019-04-30 10:47:51,2019-04-30 10:47:51,0.138s,PASSED
"setEncryptedText(findTestObject(""Object Repository/addUser/Page_Medisource  Login/input_Username or email requir""), ""SITHpLWAWtI8C4F8RIujvA=="")",Chrome 73.0.3683.103,,2019-04-30 10:47:51,2019-04-30 10:47:51,0.162s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 10:47:51,2019-04-30 10:47:52,1.020s,PASSED
"click(findTestObject(""Object Repository/addUser/Page_Medisource  Login/button_Login""))",Chrome 73.0.3683.103,,2019-04-30 10:47:52,2019-04-30 10:47:52,0.079s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-30 10:47:52,2019-04-30 10:47:55,3.002s,PASSED
"navigateToUrl(""https://qa.medisource.com/patients/all"")",Chrome 73.0.3683.103,,2019-04-30 10:47:55,2019-04-30 10:47:56,1.092s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 10:47:56,2019-04-30 10:47:57,1.004s,PASSED
"navigateToUrl(""https://qa.medisource.com/patientcare/7A8DDC98-19FC-470D-93B9-DEBD3B09D9F7/F813D137-B6FE-41FD-A8FC-04BE4CEF5E6B/overview"")",Chrome 73.0.3683.103,Select the patient: task tab link,2019-04-30 10:47:57,2019-04-30 10:47:58,0.836s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 10:47:58,2019-04-30 10:47:59,1.002s,PASSED
"navigateToUrl(""https://qa.medisource.com/patientcare/7A8DDC98-19FC-470D-93B9-DEBD3B09D9F7/F813D137-B6FE-41FD-A8FC-04BE4CEF5E6B/2019/oasis/clinical/soc/663D7785-5851-4882-B251-3BBEE917C2FE/7A8DDC98-19FC-470D-93B9-DEBD3B09D9F7"")",Chrome 73.0.3683.103,Patient OASIS link,2019-04-30 10:47:59,2019-04-30 10:48:00,0.673s,PASSED
delay(2),Chrome 73.0.3683.103,,2019-04-30 10:48:00,2019-04-30 10:48:02,2.003s,PASSED
"click(findTestObject(""OASIS/OASIS_TABS/xitemedits_btn""))",Chrome 73.0.3683.103,,2019-04-30 10:48:02,2019-04-30 10:48:04,1.982s,PASSED
,,,,,,
Test Cases/OASIS_SOC/Cardiopulmonary,Chrome 73.0.3683.103,,2019-04-30 10:48:04,2019-04-30 10:49:28,1m - 23.938s,PASSED
"click(findTestObject(""OASIS/OASIS_TABS/Cardio_tab""))",Chrome 73.0.3683.103,,2019-04-30 10:48:04,2019-04-30 10:48:04,0.260s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-30 10:48:04,2019-04-30 10:48:07,3.005s,PASSED
"click(findTestObject(""OASIS/Cardiopulmonary/cardio_respiratory_status/cardio_rs_breath_sounds/cardio_rs_bs_no""))",Chrome 73.0.3683.103,,2019-04-30 10:48:07,2019-04-30 10:48:08,0.184s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-30 10:48:08,2019-04-30 10:48:11,3.004s,PASSED
"click(findTestObject(""OASIS/Cardiopulmonary/cardio_respiratory_status/cardio_rs_breath_sounds/cardio_rs_abnormalbs/cardio_rs_abs_diminished_l""))",Chrome 73.0.3683.103,,2019-04-30 10:48:11,2019-04-30 10:48:11,0.161s,PASSED
"click(findTestObject(""OASIS/Cardiopulmonary/cardio_respiratory_status/cardio_rs_breath_sounds/cardio_rs_abnormalbs/cardio_rs_abs_diminished_r""))",Chrome 73.0.3683.103,,2019-04-30 10:48:11,2019-04-30 10:48:11,0.114s,PASSED
"click(findTestObject(""OASIS/Cardiopulmonary/cardio_respiratory_status/cardio_rs_breath_sounds/cardio_rs_abnormalbs/cardio_rs_abs_diminished_an""))",Chrome 73.0.3683.103,,2019-04-30 10:48:11,2019-04-30 10:48:11,0.199s,PASSED
"click(findTestObject(""OASIS/Cardiopulmonary/cardio_respiratory_status/cardio_rs_breath_sounds/cardio_rs_abnormalbs/cardio_rs_abs_diminished_pos""))",Chrome 73.0.3683.103,,2019-04-30 10:48:11,2019-04-30 10:48:11,0.176s,PASSED
"click(findTestObject(""OASIS/Cardiopulmonary/cardio_respiratory_status/cardio_rs_breath_sounds/cardio_rs_abnormalbs/cardio_rs_abs_diminished_up""))",Chrome 73.0.3683.103,,2019-04-30 10:48:11,2019-04-30 10:48:11,0.141s,PASSED
"click(findTestObject(""OASIS/Cardiopulmonary/cardio_respiratory_status/cardio_rs_breath_sounds/cardio_rs_abnormalbs/cardio_rs_abs_diminished_mid""))",Chrome 73.0.3683.103,,2019-04-30 10:48:11,2019-04-30 10:48:11,0.133s,PASSED
"click(findTestObject(""OASIS/Cardiopulmonary/cardio_respiratory_status/cardio_rs_breath_sounds/cardio_rs_abnormalbs/cardio_rs_abs_diminished_low""))",Chrome 73.0.3683.103,,2019-04-30 10:48:11,2019-04-30 10:48:12,0.112s,PASSED
