Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
automation_compiled,Chrome 73.0.3683.103,,2019-04-30 11:31:18,2019-04-30 11:39:45,8m - 27.155s,FAILED
,,,,,,
Test Cases/OASIS_compilation,Chrome 73.0.3683.103,,2019-04-30 11:31:18,2019-04-30 11:31:36,17.910s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-30 11:31:19,2019-04-30 11:31:22,3.260s,PASSED
"navigateToUrl(""https://qa.medisource.com/login"")",Chrome 73.0.3683.103,,2019-04-30 11:31:22,2019-04-30 11:31:24,2.039s,PASSED
"setText(findTestObject(""Object Repository/addUser/Page_Medisource  Login/input_Please try afterminutes.""), ""superagent"")",Chrome 73.0.3683.103,,2019-04-30 11:31:24,2019-04-30 11:31:24,0.125s,PASSED
"setEncryptedText(findTestObject(""Object Repository/addUser/Page_Medisource  Login/input_Username or email requir""), ""SITHpLWAWtI8C4F8RIujvA=="")",Chrome 73.0.3683.103,,2019-04-30 11:31:24,2019-04-30 11:31:24,0.167s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 11:31:24,2019-04-30 11:31:25,1.020s,PASSED
"click(findTestObject(""Object Repository/addUser/Page_Medisource  Login/button_Login""))",Chrome 73.0.3683.103,,2019-04-30 11:31:25,2019-04-30 11:31:25,0.103s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-30 11:31:25,2019-04-30 11:31:28,3.002s,PASSED
"navigateToUrl(""https://qa.medisource.com/patients/all"")",Chrome 73.0.3683.103,,2019-04-30 11:31:28,2019-04-30 11:31:30,1.336s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 11:31:30,2019-04-30 11:31:31,1.005s,PASSED
"navigateToUrl(""https://qa.medisource.com/patientcare/7A8DDC98-19FC-470D-93B9-DEBD3B09D9F7/F813D137-B6FE-41FD-A8FC-04BE4CEF5E6B/overview"")",Chrome 73.0.3683.103,Select the patient: task tab link,2019-04-30 11:31:31,2019-04-30 11:31:31,0.695s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-30 11:31:31,2019-04-30 11:31:32,1.001s,PASSED
