Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Elimination,Chrome 73.0.3683.103,,2019-04-24 09:38:43,2019-04-24 09:39:54,1m - 11.129s,PASSED
,,,,,,
Test Cases/login,Chrome 73.0.3683.103,,2019-04-24 09:38:43,2019-04-24 09:39:02,18.392s,PASSED
"openBrowser("""")",Chrome 73.0.3683.103,,2019-04-24 09:38:43,2019-04-24 09:38:47,3.511s,PASSED
"navigateToUrl(""https://qa.medisource.com/login"")",Chrome 73.0.3683.103,,2019-04-24 09:38:47,2019-04-24 09:38:49,2.127s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-24 09:38:49,2019-04-24 09:38:52,3.022s,PASSED
"setText(findTestObject(""Object Repository/addUser/Page_Medisource  Login/input_Please try afterminutes.""), ""superagent"")",Chrome 73.0.3683.103,,2019-04-24 09:38:52,2019-04-24 09:38:52,0.125s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-24 09:38:52,2019-04-24 09:38:55,3.001s,PASSED
"setEncryptedText(findTestObject(""Object Repository/addUser/Page_Medisource  Login/input_Username or email requir""), ""SITHpLWAWtI8C4F8RIujvA=="")",Chrome 73.0.3683.103,,2019-04-24 09:38:55,2019-04-24 09:38:55,0.149s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-24 09:38:55,2019-04-24 09:38:58,3.004s,PASSED
"click(findTestObject(""Object Repository/addUser/Page_Medisource  Login/button_Login""))",Chrome 73.0.3683.103,,2019-04-24 09:38:58,2019-04-24 09:38:59,0.116s,PASSED
delay(3),Chrome 73.0.3683.103,,2019-04-24 09:38:59,2019-04-24 09:39:02,3.005s,PASSED
,,,,,,
Test Cases/navigate_patient_soc_ken,Chrome 73.0.3683.103,,2019-04-24 09:39:02,2019-04-24 09:39:09,7.263s,PASSED
delay(2),Chrome 73.0.3683.103,,2019-04-24 09:39:02,2019-04-24 09:39:04,2.003s,PASSED
"navigateToUrl(""https://qa.medisource.com/patients/all"")",Chrome 73.0.3683.103,,2019-04-24 09:39:04,2019-04-24 09:39:05,0.672s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-24 09:39:05,2019-04-24 09:39:06,1.003s,PASSED
"navigateToUrl(""https://qa.medisource.com/patientcare/638B92A0-A489-410B-8056-906FE598F197/9F6A772C-C308-499E-BA52-A7BF3652D416/overview"")",Chrome 73.0.3683.103,,2019-04-24 09:39:06,2019-04-24 09:39:06,0.664s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-24 09:39:06,2019-04-24 09:39:07,1.001s,PASSED
"navigateToUrl(""https://qa.medisource.com/patientcare/638B92A0-A489-410B-8056-906FE598F197/9F6A772C-C308-499E-BA52-A7BF3652D416/2019/oasis/clinical/soc/9405B47D-64F0-4CF9-A5FA-25C79AC5A572/638B92A0-A489-410B-8056-906FE598F197"")",Chrome 73.0.3683.103,,2019-04-24 09:39:07,2019-04-24 09:39:08,0.560s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-24 09:39:08,2019-04-24 09:39:09,1.005s,PASSED
,,,,,,
Test Cases/OASIS_SOC/Elimination,Chrome 73.0.3683.103,Created by: Khenard Figuracion,2019-04-24 09:39:09,2019-04-24 09:39:53,44.506s,PASSED
"click(findTestObject(""OASIS/OASIS_TABS/xitemedits_btn""))",Chrome 73.0.3683.103,,2019-04-24 09:39:09,2019-04-24 09:39:11,2.152s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-24 09:39:11,2019-04-24 09:39:12,1.002s,PASSED
"click(findTestObject(""OASIS/OASIS_TABS/Elimination_tab""))",Chrome 73.0.3683.103,,2019-04-24 09:39:12,2019-04-24 09:39:12,0.113s,PASSED
delay(1),Chrome 73.0.3683.103,,2019-04-24 09:39:12,2019-04-24 09:39:13,1.003s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_abnormal_status_incontinence""))",Chrome 73.0.3683.103,,2019-04-24 09:39:13,2019-04-24 09:39:14,1.181s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_abnormal_status_stress_incontinence""))",Chrome 73.0.3683.103,,2019-04-24 09:39:14,2019-04-24 09:39:15,0.141s,PASSED
"click(findTestObject(""OASIS/Elimination/genitourinary_status/elim_abnormal_status_urgency""))",Chrome 73.0.3683.103,,2019-04-24 09:39:15,2019-04-24 09:39:15,0.138s,PASSED
